DATE,ACTUALS,STATUS,PREDICTION,AGG_REGION,REGION,CATEGORY_NAME,RANGE_BRAND_NAME,GA1_NAME,GA2_NAME,CG1,CG2,ACTUALS_MFR,STATUS_MFR,PREDICTION_MFR
2035-02-01,,LONG,70941.24322629883,Other markets,"AT, BE, CH, IL, NL",total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,58085.20850866114
2035-03-01,,LONG,68724.22487577792,Other markets,"AT, BE, CH, IL, NL",total,R000050 - CAT CHOW,01 Pouch,total,not assigned,not assigned,,LONG,56148.77790675753
2015-01-01,13715798.65,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,13715798.65,MEDIUM_PURINA,
2015-02-01,17548403.22,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,17548403.22,MEDIUM_PURINA,
2015-03-01,16148329.33,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,16148329.33,MEDIUM_PURINA,
2015-04-01,15966501.91,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,15966501.91,MEDIUM_PURINA,
2015-05-01,18755960.6,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18755960.6,MEDIUM_PURINA,
2015-06-01,17218909.69,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,17218909.69,MEDIUM_PURINA,
2015-07-01,19102864.52,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,19102864.52,MEDIUM_PURINA,
2015-08-01,14456599.88,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,14456599.88,MEDIUM_PURINA,
2015-09-01,21768560.74,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,21768560.74,MEDIUM_PURINA,
2015-10-01,20690945.28,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,20690945.28,MEDIUM_PURINA,
2015-11-01,20150971.27,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,20150971.27,MEDIUM_PURINA,
2015-12-01,17417840.12,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,17417840.12,MEDIUM_PURINA,
2016-01-01,20162469.39,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,20162469.39,MEDIUM_PURINA,
2016-02-01,16614437.64,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,16614437.64,MEDIUM_PURINA,
2016-03-01,18731551.63,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18731551.63,MEDIUM_PURINA,
2016-04-01,18691293.95,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18691293.95,MEDIUM_PURINA,
2016-05-01,19914497.58,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,19914497.58,MEDIUM_PURINA,
2016-06-01,22997013.22,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22997013.22,MEDIUM_PURINA,
2016-07-01,18388390.56,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18388390.56,MEDIUM_PURINA,
2016-08-01,18975877.85,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18975877.85,MEDIUM_PURINA,
2016-09-01,23838882.14,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,23838882.14,MEDIUM_PURINA,
2016-10-01,18697630.73,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18697630.73,MEDIUM_PURINA,
2016-11-01,21630833.58,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,21630833.58,MEDIUM_PURINA,
2016-12-01,21142737.94,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,21142737.94,MEDIUM_PURINA,
2017-01-01,19980430.0,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,19980430.0,MEDIUM_PURINA,
2017-02-01,19720680.15,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,19720680.15,MEDIUM_PURINA,
2017-03-01,16477149.53,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,16477149.53,MEDIUM_PURINA,
2017-04-01,18876816.04,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18876816.04,MEDIUM_PURINA,
2017-05-01,20676213.02,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,20676213.02,MEDIUM_PURINA,
2017-06-01,21719437.2,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,21719437.2,MEDIUM_PURINA,
2017-07-01,19778298.68,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,19778298.68,MEDIUM_PURINA,
2017-08-01,18370750.2,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18370750.2,MEDIUM_PURINA,
2017-09-01,22257761.7,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22257761.7,MEDIUM_PURINA,
2017-10-01,20767315.87,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,20767315.87,MEDIUM_PURINA,
2017-11-01,19153916.66,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,19153916.66,MEDIUM_PURINA,
2017-12-01,23123898.17,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,23123898.17,MEDIUM_PURINA,
2018-01-01,18753536.46,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18753536.46,MEDIUM_PURINA,
2018-02-01,16800458.93,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,16800458.93,MEDIUM_PURINA,
2018-03-01,18801846.61,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18801846.61,MEDIUM_PURINA,
2018-04-01,16353511.26,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,16353511.26,MEDIUM_PURINA,
2018-05-01,20664628.93,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,20664628.93,MEDIUM_PURINA,
2018-06-01,23346986.65,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,23346986.65,MEDIUM_PURINA,
2018-07-01,17711555.13,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,17711555.13,MEDIUM_PURINA,
2018-08-01,19186473.2,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,19186473.2,MEDIUM_PURINA,
2018-09-01,23316565.62,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,23316565.62,MEDIUM_PURINA,
2018-10-01,21143486.35,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,21143486.35,MEDIUM_PURINA,
2018-11-01,20374440.3,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,20374440.3,MEDIUM_PURINA,
2018-12-01,22939775.78,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22939775.78,MEDIUM_PURINA,
2019-01-01,12454798.13,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,12454798.13,MEDIUM_PURINA,
2019-02-01,12140924.28,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,12140924.28,MEDIUM_PURINA,
2019-03-01,11839027.52,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,11839027.52,MEDIUM_PURINA,
2019-04-01,12965749.71,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,12965749.71,MEDIUM_PURINA,
2019-05-01,14576216.75,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,14576216.75,MEDIUM_PURINA,
2019-06-01,11455752.58,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,11455752.58,MEDIUM_PURINA,
2019-07-01,11845450.31,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,11845450.31,MEDIUM_PURINA,
2019-08-01,6717125.31,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,6717125.31,MEDIUM_PURINA,
2019-09-01,7084919.52,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,7084919.52,MEDIUM_PURINA,
2019-10-01,1819481.22,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,1819481.22,MEDIUM_PURINA,
2019-11-01,0.0,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,0.0,MEDIUM_PURINA,
2019-12-01,36000.0,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,36000.0,MEDIUM_PURINA,
2020-01-01,24023886.3,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,24023886.3,MEDIUM_PURINA,
2020-02-01,22079928.73,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22079928.73,MEDIUM_PURINA,
2020-03-01,22099358.95,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22099358.95,MEDIUM_PURINA,
2020-04-01,19939042.95,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,19939042.95,MEDIUM_PURINA,
2020-05-01,18325257.34,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,18325257.34,MEDIUM_PURINA,
2020-06-01,24158869.56,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,24158869.56,MEDIUM_PURINA,
2020-07-01,23382903.14,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,23382903.14,MEDIUM_PURINA,
2020-08-01,22507189.76,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22507189.76,MEDIUM_PURINA,
2020-09-01,25899097.7,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,25899097.7,MEDIUM_PURINA,
2020-10-01,27291147.76,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,27291147.76,MEDIUM_PURINA,
2020-11-01,25341927.78,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,25341927.78,MEDIUM_PURINA,
2020-12-01,23933812.63,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,23933812.63,MEDIUM_PURINA,
2021-01-01,28868375.24,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,28868375.24,MEDIUM_PURINA,
2021-02-01,21545228.91,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,21545228.91,MEDIUM_PURINA,
2021-03-01,19735040.57,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,19735040.57,MEDIUM_PURINA,
2021-04-01,20658420.49,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,20658420.49,MEDIUM_PURINA,
2021-05-01,22413798.6,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22413798.6,MEDIUM_PURINA,
2021-06-01,24280432.44,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,24280432.44,MEDIUM_PURINA,
2021-07-01,25055448.55,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,25055448.55,MEDIUM_PURINA,
2021-08-01,23543705.65,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,23543705.65,MEDIUM_PURINA,
2021-09-01,26001569.06,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,26001569.06,MEDIUM_PURINA,
2021-10-01,24355999.76,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,24355999.76,MEDIUM_PURINA,
2021-11-01,22616365.31,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22616365.31,MEDIUM_PURINA,
2021-12-01,22192230.46,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22192230.46,MEDIUM_PURINA,
2022-01-01,25291368.68,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,25291368.68,MEDIUM_PURINA,
2022-02-01,26580414.11,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,26580414.11,MEDIUM_PURINA,
2022-03-01,23876824.75,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,23876824.75,MEDIUM_PURINA,
2022-04-01,22218863.91,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22218863.91,MEDIUM_PURINA,
2022-05-01,22563456.13,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,22563456.13,MEDIUM_PURINA,
2022-06-01,25263211.6,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,25263211.6,MEDIUM_PURINA,
2022-07-01,23976614.95,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,23976614.95,MEDIUM_PURINA,
2022-08-01,26574082.97,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,26574082.97,MEDIUM_PURINA,
2022-09-01,29199876.28,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,29199876.28,MEDIUM_PURINA,
2022-10-01,27151079.98,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,27151079.98,MEDIUM_PURINA,
2022-11-01,26656477.44,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,26656477.44,MEDIUM_PURINA,
2022-12-01,29101469.88,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,29101469.88,MEDIUM_PURINA,
2023-01-01,29306388.86,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,29306388.86,MEDIUM_PURINA,
2023-02-01,26973544.59,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,26973544.59,MEDIUM_PURINA,
2023-03-01,32040812.19,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,32040812.19,MEDIUM_PURINA,
2023-04-01,21906019.6,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,21906019.6,MEDIUM_PURINA,
2023-05-01,25616117.33,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,25616117.33,MEDIUM_PURINA,
2023-06-01,28862337.8,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,28862337.8,MEDIUM_PURINA,
2023-07-01,27939700.66,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,27939700.66,MEDIUM_PURINA,
2023-08-01,33388864.92,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,33388864.92,MEDIUM_PURINA,
2023-09-01,30460562.71,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,30460562.71,MEDIUM_PURINA,
2023-10-01,32607055.49,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,32607055.49,MEDIUM_PURINA,
2023-11-01,33363389.71,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,33363389.71,MEDIUM_PURINA,
2023-12-01,26491783.38,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,26491783.38,MEDIUM_PURINA,
2024-01-01,34843961.27,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,34843961.27,MEDIUM_PURINA,
2024-02-01,33446218.85,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,33446218.85,MEDIUM_PURINA,
2024-03-01,32869683.64,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,32869683.64,MEDIUM_PURINA,
2024-04-01,28518701.64,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,28518701.64,MEDIUM_PURINA,
2024-05-01,27567831.45,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,27567831.45,MEDIUM_PURINA,
2024-06-01,30975897.85,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,30975897.85,MEDIUM_PURINA,
2024-07-01,26736024.03,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,26736024.03,MEDIUM_PURINA,
2024-08-01,33393412.97,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,33393412.97,MEDIUM_PURINA,
2024-09-01,28931763.57,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,28931763.57,MEDIUM_PURINA,
2024-10-01,39621384.02,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,39621384.02,MEDIUM_PURINA,
2024-11-01,29974659.85,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,29974659.85,MEDIUM_PURINA,
2024-12-01,28072969.65,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,28072969.65,MEDIUM_PURINA,
2025-01-01,37021962.08,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,37021962.08,MEDIUM_PURINA,
2025-02-01,32609427.09,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,32609427.09,MEDIUM_PURINA,
2025-03-01,32969166.47,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,32969166.47,MEDIUM_PURINA,
2025-04-01,29447466.24,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,29447466.24,MEDIUM_PURINA,
2025-05-01,28635778.5,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,28635778.5,MEDIUM_PURINA,
2025-06-01,34476298.66,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,34476298.66,MEDIUM_PURINA,
2025-07-01,25690114.05,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,25690114.05,MEDIUM_PURINA,
2025-08-01,33629294.74,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,33629294.74,MEDIUM_PURINA,
2025-09-01,37389552.21,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,37389552.21,MEDIUM_PURINA,
2025-10-01,33027026.88,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,33027026.88,MEDIUM_PURINA,
2025-11-01,32550453.94,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,32550453.94,MEDIUM_PURINA,
2025-12-01,33334590.76,MEDIUM_PURINA,,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,33334590.76,MEDIUM_PURINA,
2026-01-01,,MEDIUM_PURINA,38503956.0,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,37962846.84,MEDIUM_PURINA,37962846.84
2026-02-01,,MEDIUM_PURINA,34091424.0,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,32864742.53,MEDIUM_PURINA,32864742.53
2026-03-01,,MEDIUM_PURINA,34451160.0,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,31346277.83,MEDIUM_PURINA,31346277.83
2026-04-01,,MEDIUM_PURINA,30929462.0,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,34979797.94,MEDIUM_PURINA,34979797.94
2026-05-01,,MEDIUM_PURINA,30117774.0,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,28327948.56,MEDIUM_PURINA,28327948.56
2026-06-01,,MEDIUM_PURINA,35958296.0,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,36401629.79,MEDIUM_PURINA,36401629.79
2026-07-01,,MEDIUM_PURINA,27172110.0,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,27851747.29,MEDIUM_PURINA,27851747.29
2026-08-01,,MEDIUM_PURINA,35111292.0,Other markets,"AT, BE, CH, IL, NL",total,R000053 - FELIX,01 Pouch,total,not assigned,not assigned,36939819.86,MEDIUM_PURINA,36939819.86
